item_id,category,stock_level,reorder_point,reorder_frequency_days,lead_time_days,daily_demand,demand_std_dev,item_popularity_score,storage_location_id,zone,picking_time_seconds,handling_cost_per_unit,unit_price,holding_cost_per_unit_day,stockout_count_last_month,order_fulfillment_rate,total_orders_last_month,turnover_ratio,layout_efficiency_score,last_restock_date,forecasted_demand_next_7d,KPI_score,score_pick_time,score_demand,score_layout_bad,score_handling_cost,automation_candidate_score,automation_candidate_flag,robot_assisted,manual_pick_time_seconds,robot_pick_time_seconds,robot_workload_share_proxy
ITM11753,Automotive,83,77,6,6,11.62,8.03,0.27,L83,B,25,2.79,55.54,0.9,4,0.81,494,12.76,0.78,2024-12-17,242.81,0.718,0.08875739644970414,0.21666326322238105,0.2749999999999999,0.508888888888889,0.20639082643548487,0,0,25.0,25.0,0.2984954743166571
ITM11754,Groceries,346,49,3,2,3.39,9.89,0.71,L72,C,162,2.92,24.81,0.32,3,0.98,412,7.86,0.22,2024-09-30,18.65,0.653,0.8994082840236687,0.04860118439861139,0.975,0.5377777777777778,0.6231214467068288,1,1,162.0,114.63468031930542,0.2984954743166571
ITM11755,Apparel,279,57,7,3,15.33,8.98,0.92,L4,C,69,1.61,134.88,1.69,6,0.81,585,12.34,0.83,2024-11-22,171.54,0.604,0.34911242603550297,0.29242393302021646,0.21250000000000013,0.2466666666666667,0.2945388169869328,0,0,69.0,69.0,0.2984954743166571
ITM11756,Groceries,212,63,7,5,39.53,4.45,0.39,L78,A,146,2.23,195.63,0.75,1,0.83,864,5.16,0.8,2024-08-31,69.16,0.7,0.8047337278106509,0.7866040432918114,0.2499999999999999,0.3844444444444444,0.6463191485562481,1,1,146.0,118.73968089840076,0.2984954743166571
ITM11757,Apparel,162,44,13,7,37.87,7.96,0.91,L85,D,112,0.62,20.88,0.35,7,0.93,333,13.07,0.27,2024-12-09,176.05,0.639,0.6035502958579881,0.7527057382070655,0.9125,0.026666666666666665,0.6523985064719816,1,1,112.0,75.82276840277424,0.2984954743166571
ITM11758,Automotive,123,65,9,3,11.23,9.16,0.55,L89,B,70,3.6,90.96,1.27,8,0.94,85,12.63,0.3,2024-07-02,197.44,0.529,0.35502958579881655,0.20869920359403718,0.875,0.6888888888888889,0.44851048428662665,0,0,70.0,70.0,0.2984954743166571
ITM11759,Apparel,479,98,10,6,10.64,7.27,0.39,L35,B,177,1.9,110.66,1.2,9,0.73,326,6.34,0.44,2024-09-16,19.9,0.419,0.9881656804733728,0.19665101082295286,0.7,0.3111111111111111,0.6253726865473461,1,1,177.0,116.27163463160385,0.2984954743166571
ITM11760,Pharma,425,49,6,3,32.49,4.52,0.91,L4,D,113,2.93,57.9,1.0,0,0.91,745,6.76,0.48,2024-06-02,29.56,0.668,0.6094674556213018,0.6428425566673474,0.6500000000000001,0.54,0.620639749248725,1,1,113.0,87.10294654334857,0.2984954743166571
ITM11761,Electronics,233,86,9,6,23.45,1.13,0.13,L24,D,70,1.65,196.75,1.73,4,0.84,374,5.91,0.83,2024-03-28,34.72,0.56,0.35502958579881655,0.45823973861547884,0.21250000000000013,0.25555555555555554,0.3475393114597259,0,0,70.0,70.0,0.2984954743166571
ITM11762,Electronics,261,77,6,3,39.82,8.19,0.13,L35,B,85,3.29,131.78,0.62,3,0.74,715,1.49,0.25,2024-12-02,257.16,0.496,0.4437869822485207,0.792526036348785,0.9375,0.62,0.6647726038040438,1,1,85.0,62.024743828013975,0.2984954743166571
ITM11763,Automotive,450,55,5,8,2.18,9.55,0.64,L90,D,24,2.51,170.43,0.13,4,0.78,231,10.63,0.72,2024-10-12,278.73,0.749,0.08284023668639054,0.023892178885031656,0.35,0.4466666666666666,0.15497041500673236,0,0,24.0,24.0,0.2984954743166571
ITM11764,Pharma,228,87,8,5,30.91,3.94,0.82,L98,A,141,2.67,89.0,0.71,8,0.71,520,4.82,0.38,2024-04-02,136.94,0.451,0.7751479289940828,0.6105779048396978,0.775,0.4822222222222222,0.6964547652717648,1,1,141.0,104.76765542255738,0.2984954743166571
ITM11765,Groceries,112,22,6,9,36.8,1.94,0.78,L40,D,160,4.74,77.25,0.12,2,0.81,861,13.38,0.51,2024-05-30,263.69,0.79,0.8875739644970414,0.7308556258934041,0.6125,0.9422222222222223,0.7910084957890601,1,1,160.0,124.21782194124324,0.2984954743166571
ITM11766,Pharma,449,36,5,2,49.68,3.6,0.17,L44,A,164,3.68,115.1,1.13,0,0.78,466,13.56,0.2,2024-02-19,148.1,0.664,0.9112426035502958,0.9938738002858893,1.0,0.7066666666666667,0.9333258481725517,1,1,164.0,100.29428464180559,0.2984954743166571
ITM11767,Electronics,161,15,11,8,34.26,6.03,0.96,L45,A,112,1.68,92.7,0.82,2,0.81,715,11.12,0.43,2024-08-29,126.33,0.674,0.6035502958579881,0.6789871349806004,0.7125,0.2622222222222222,0.6138384810595977,0,0,112.0,112.0,0.2984954743166571
ITM11768,Electronics,453,26,7,5,12.36,3.51,0.73,L1,D,174,2.77,145.84,1.65,3,0.87,938,3.54,0.34,2024-03-06,164.06,0.464,0.9704142011834319,0.23177455585052073,0.825,0.5044444444444445,0.6731424916729735,1,1,174.0,130.31017695334333,0.2984954743166571
ITM11769,Pharma,423,45,9,6,6.3,6.3,0.95,L24,C,174,2.6,60.51,1.62,1,0.92,199,2.25,0.6,2024-05-12,239.15,0.552,0.9704142011834319,0.10802532162548499,0.5,0.4666666666666667,0.5672399436276849,0,0,174.0,174.0,0.2984954743166571
ITM11770,Pharma,453,90,14,7,32.4,9.69,0.4,L19,C,166,4.08,95.42,0.93,0,0.88,453,12.43,0.33,2024-10-13,74.89,0.715,0.9230769230769231,0.6410046967531141,0.8375,0.7955555555555556,0.8085877338122591,1,1,166.0,106.44951860310073,0.2984954743166571
ITM11771,Electronics,131,11,8,7,26.64,6.87,0.72,L73,A,166,4.25,180.08,0.51,0,0.9,563,13.5,0.87,2024-04-03,97.5,0.883,0.9230769230769231,0.5233816622421891,0.1625000000000001,0.8333333333333334,0.6420786012367593,1,1,166.0,119.03128033247565,0.2984954743166571
ITM11772,Groceries,436,86,12,4,45.06,3.95,0.87,L85,D,84,1.78,153.66,0.9,7,0.96,858,5.93,0.91,2024-12-14,256.17,0.623,0.4378698224852071,0.899530324688585,0.11250000000000004,0.28444444444444444,0.4959514708451028,0,0,84.0,84.0,0.2984954743166571
ITM11773,Automotive,394,61,7,5,36.6,9.39,0.44,L52,A,37,4.2,41.93,1.32,3,0.96,615,5.94,0.88,2024-06-20,275.63,0.655,0.15976331360946747,0.7267714927506638,0.15000000000000013,0.8222222222222223,0.3941589954912084,0,0,37.0,37.0,0.2984954743166571
ITM11774,Automotive,78,75,9,3,25.98,5.87,0.97,L9,D,83,1.31,178.5,0.46,1,0.96,490,6.46,0.99,2024-12-01,45.67,0.81,0.4319526627218935,0.5099040228711456,0.012499999999999956,0.18000000000000002,0.34625227195010105,0,0,83.0,83.0,0.2984954743166571
ITM11775,Pharma,62,61,13,2,20.78,1.72,0.34,L19,D,142,3.93,121.91,1.57,9,0.75,963,12.59,0.93,2024-02-15,214.43,0.567,0.7810650887573964,0.4037165611598938,0.08750000000000002,0.7622222222222222,0.527263226073149,0,0,142.0,142.0,0.2984954743166571
ITM11776,Automotive,226,52,8,3,20.81,5.24,0.38,L95,B,134,1.62,139.06,0.73,2,0.78,950,10.9,0.42,2024-04-23,12.79,0.672,0.7337278106508875,0.40432918113130484,0.7250000000000001,0.2488888888888889,0.5846787674886353,0,0,134.0,134.0,0.2984954743166571
ITM11777,Electronics,287,99,12,3,12.09,6.71,0.93,L82,C,65,1.84,65.91,1.87,7,0.85,295,2.71,0.45,2024-06-30,81.39,0.369,0.3254437869822485,0.22626097610782112,0.6875,0.2977777777777778,0.3653335854030235,0,0,65.0,65.0,0.2984954743166571
ITM11778,Electronics,315,31,4,5,1.85,8.46,0.97,L4,C,73,4.34,93.89,1.07,5,0.81,95,9.89,0.63,2024-04-24,29.9,0.613,0.3727810650887574,0.017153359199509905,0.4625,0.8533333333333333,0.33209176712868926,0,0,73.0,73.0,0.2984954743166571
ITM11779,Pharma,137,64,5,9,29.17,9.4,0.36,L12,B,136,2.39,163.29,1.71,7,0.74,124,1.14,0.51,2024-06-06,159.46,0.354,0.7455621301775148,0.5750459464978559,0.6125,0.42000000000000004,0.6352386360203628,1,1,136.0,98.64535614923015,0.2984954743166571
ITM11780,Pharma,39,76,4,2,11.41,3.52,0.22,L96,B,130,4.96,72.83,1.27,9,0.79,198,10.95,0.98,2024-08-03,109.58,0.593,0.7100591715976331,0.21237492342250358,0.025000000000000022,0.991111111111111,0.45184725677691545,0,0,130.0,130.0,0.2984954743166571
ITM11781,Pharma,241,69,14,4,11.21,1.98,0.78,L68,B,98,1.18,41.36,1.15,4,0.99,455,11.7,0.47,2024-06-18,49.9,0.653,0.5207100591715976,0.20829079027976316,0.6625000000000001,0.15111111111111108,0.41838237186367916,0,0,98.0,98.0,0.2984954743166571
ITM11782,Groceries,185,67,5,8,7.14,1.2,0.94,L28,A,26,2.59,81.88,1.4,2,0.8,52,12.41,0.79,2024-07-09,10.09,0.703,0.09467455621301775,0.1251786808249949,0.26249999999999996,0.46444444444444444,0.17436787117715002,0,0,26.0,26.0,0.2984954743166571
ITM11783,Automotive,150,21,3,3,10.29,7.51,0.64,L49,A,106,3.8,23.15,1.64,5,0.83,58,9.76,0.66,2024-05-13,122.63,0.564,0.5680473372781065,0.18950377782315703,0.42500000000000004,0.7333333333333333,0.442403401591523,0,0,106.0,106.0,0.2984954743166571
ITM11784,Pharma,175,97,10,2,2.56,8.05,0.67,L54,A,64,0.52,146.39,1.32,9,0.7,563,3.53,0.97,2024-10-26,95.4,0.469,0.31952662721893493,0.031652031856238515,0.03749999999999998,0.004444444444444449,0.14525070488889,0,0,64.0,64.0,0.2984954743166571
ITM11785,Apparel,203,78,8,4,34.04,4.39,0.79,L59,A,146,1.18,38.07,1.61,7,0.92,287,12.11,0.8,2024-05-30,23.54,0.604,0.8047337278106509,0.6744945885235859,0.2499999999999999,0.15111111111111108,0.5893529787924471,0,0,146.0,146.0,0.2984954743166571
ITM11786,Apparel,109,93,4,8,20.67,4.26,0.24,L44,A,119,0.59,64.17,0.46,4,0.82,589,13.6,0.44,2024-08-25,257.01,0.707,0.6449704142011834,0.40147028793138656,0.7,0.019999999999999993,0.5204292520598893,0,0,119.0,119.0,0.2984954743166571
ITM11787,Electronics,113,48,10,3,28.51,9.57,0.98,L21,C,25,4.97,177.41,0.63,4,0.73,339,9.87,0.36,2024-03-01,129.13,0.607,0.08875739644970414,0.5615683071268124,0.8,0.9933333333333333,0.46330678405125875,0,0,25.0,25.0,0.2984954743166571
ITM11788,Automotive,32,22,8,2,32.21,9.21,0.43,L48,C,153,3.92,112.69,0.54,2,0.99,230,4.85,0.88,2024-08-28,234.69,0.745,0.8461538461538461,0.6371247702675107,0.15000000000000013,0.76,0.6355989695417916,1,1,153.0,109.2940183442195,0.2984954743166571
ITM11789,Pharma,480,50,9,8,48.65,2.72,0.67,L40,D,22,2.18,71.05,1.62,2,0.93,364,3.51,0.93,2024-01-28,132.39,0.617,0.07100591715976332,0.972840514600776,0.08750000000000002,0.37333333333333335,0.3750878545774715,0,0,22.0,22.0,0.2984954743166571
ITM11790,Apparel,341,66,13,5,4.35,7.92,0.52,L93,C,87,1.2,114.06,0.26,7,0.92,315,4.24,0.86,2024-11-20,29.58,0.647,0.4556213017751479,0.06820502348376557,0.17500000000000016,0.15555555555555556,0.25326558331074445,0,0,87.0,87.0,0.2984954743166571
ITM11791,Automotive,312,62,3,9,21.48,6.42,0.52,L42,B,94,0.91,51.47,1.61,0,0.99,132,1.24,0.79,2024-10-25,124.34,0.612,0.4970414201183432,0.4180110271594854,0.26249999999999996,0.09111111111111111,0.385830987306294,0,0,94.0,94.0,0.2984954743166571
ITM11792,Electronics,452,21,9,7,13.05,1.97,0.73,L100,C,82,2.89,14.78,0.84,3,0.82,910,1.14,0.46,2024-10-24,266.98,0.527,0.4260355029585799,0.24586481519297532,0.675,0.5311111111111111,0.43228475685243567,0,0,82.0,82.0,0.2984954743166571
ITM11793,Groceries,249,22,5,7,24.36,3.89,1.0,L73,B,128,4.89,124.71,0.25,8,0.92,814,5.16,0.6,2024-11-13,12.25,0.588,0.6982248520710059,0.47682254441494787,0.5,0.9755555555555555,0.6198922597084422,1,1,128.0,86.8279282857902,0.2984954743166571
ITM11794,Automotive,341,83,13,3,46.1,2.19,0.69,L77,C,178,3.54,145.68,0.91,5,0.76,307,13.92,0.93,2024-02-06,269.64,0.733,0.9940828402366864,0.9207678170308353,0.08750000000000002,0.6755555555555556,0.7589190367594807,1,1,178.0,120.30542985257512,0.2984954743166571
ITM11795,Automotive,311,66,14,3,36.48,3.3,0.81,L11,A,77,2.14,177.16,0.67,5,0.91,609,9.7,0.31,2024-08-29,200.45,0.606,0.39644970414201186,0.7243210128650194,0.8625,0.36444444444444446,0.584820629960755,0,0,77.0,77.0,0.2984954743166571
ITM11796,Groceries,457,49,10,8,33.44,6.35,0.12,L7,C,83,2.75,156.66,1.22,9,0.7,695,6.41,0.6,2024-04-09,298.73,0.443,0.4319526627218935,0.6622421890953645,0.5,0.5,0.5214537218173668,0,0,83.0,83.0,0.2984954743166571
ITM11797,Automotive,45,89,8,2,22.62,4.07,0.83,L20,D,108,5.0,186.07,1.0,6,0.74,861,1.15,0.48,2024-09-13,275.67,0.439,0.5798816568047337,0.441290586073106,0.6500000000000001,1.0,0.5943398385438253,0,0,108.0,108.0,0.2984954743166571
ITM11798,Electronics,94,54,6,7,33.88,4.24,0.37,L21,A,126,2.83,197.33,0.66,6,0.83,999,14.86,0.74,2024-03-02,262.0,0.726,0.6863905325443787,0.6712272820093936,0.32499999999999996,0.5177777777777778,0.5927021753983474,0,0,126.0,126.0,0.2984954743166571
ITM11799,Electronics,475,44,13,3,2.59,5.63,0.21,L97,A,146,4.84,151.54,1.74,5,0.7,248,7.38,0.71,2024-12-14,20.88,0.506,0.8047337278106509,0.03226465182764958,0.36250000000000004,0.9644444444444444,0.5005173311169997,0,0,146.0,146.0,0.2984954743166571
ITM11800,Groceries,383,12,10,4,29.73,1.33,0.2,L80,D,155,0.57,174.91,0.87,8,0.84,341,14.88,0.65,2024-07-14,91.27,0.649,0.8579881656804734,0.5864815192975291,0.4375,0.015555555555555545,0.6081952776170036,0,0,155.0,155.0,0.2984954743166571
ITM11801,Pharma,443,14,11,3,28.14,7.52,0.71,L7,C,147,3.74,138.01,0.99,7,0.86,697,11.08,0.42,2024-09-28,118.68,0.565,0.8106508875739645,0.5540126608127425,0.7250000000000001,0.7200000000000001,0.7074641532734085,1,1,147.0,98.45936808317643,0.2984954743166571
ITM11802,Apparel,318,99,12,7,17.99,4.32,1.0,L87,C,124,3.32,42.48,1.71,7,0.89,132,1.72,0.33,2024-06-01,212.95,0.356,0.6745562130177515,0.3467429038186644,0.8375,0.6266666666666666,0.6040120230193666,0,0,124.0,124.0,0.2984954743166571
ITM11803,Pharma,169,20,4,6,10.87,5.06,0.7,L11,D,63,3.58,44.52,0.27,1,0.73,315,13.03,0.83,2024-07-30,198.11,0.839,0.3136094674556213,0.20134776393710435,0.21250000000000013,0.6844444444444444,0.29679256060782433,0,0,63.0,63.0,0.2984954743166571
ITM11804,Automotive,167,80,8,9,40.57,9.76,0.34,L35,A,88,3.07,30.95,0.84,6,0.75,466,8.43,0.99,2024-01-28,59.79,0.656,0.46153846153846156,0.8078415356340617,0.012499999999999956,0.5711111111111111,0.4865789564167142,0,0,88.0,88.0,0.2984954743166571
ITM11805,Apparel,27,65,7,7,3.64,3.77,0.28,L57,D,24,0.7,189.17,0.87,0,0.88,919,7.34,0.34,2024-03-18,223.68,0.655,0.08284023668639054,0.05370635082703696,0.825,0.04444444444444443,0.21869244436711174,0,0,24.0,24.0,0.2984954743166571
ITM11806,Groceries,48,19,7,4,4.41,6.66,0.57,L85,B,148,1.17,137.82,1.04,9,0.9,780,11.61,0.26,2024-03-11,55.13,0.503,0.8165680473372781,0.06943026342658772,0.925,0.14888888888888888,0.5473451868517765,0,0,148.0,148.0,0.2984954743166571
ITM11807,Groceries,315,43,12,2,22.59,4.23,0.16,L55,B,177,4.65,160.08,0.3,7,0.71,910,11.85,0.8,2024-04-12,142.37,0.69,0.9881656804733728,0.4406779661016949,0.2499999999999999,0.9222222222222223,0.6696918842420798,1,1,177.0,128.29825147938888,0.2984954743166571
ITM11808,Apparel,493,76,13,4,13.38,9.0,0.46,L63,C,127,1.55,72.92,0.3,2,0.86,68,12.15,0.48,2024-06-24,177.83,0.76,0.6923076923076923,0.2526036348784971,0.6500000000000001,0.23333333333333334,0.5060375007199595,0,0,127.0,127.0,0.2984954743166571
ITM11809,Electronics,433,81,5,6,37.53,8.54,0.7,L78,A,121,4.97,97.48,0.89,8,0.94,579,11.65,0.37,2024-07-28,262.5,0.568,0.6568047337278107,0.7457627118644069,0.7875000000000001,0.9933333333333333,0.7432840403837797,1,1,121.0,90.83672412779386,0.2984954743166571
ITM11810,Apparel,228,40,14,6,32.08,2.8,0.97,L57,B,115,3.56,17.56,0.16,4,0.72,420,9.98,0.62,2024-10-18,193.08,0.705,0.621301775147929,0.6344700837247294,0.4750000000000001,0.68,0.6018617351765905,0,0,115.0,115.0,0.2984954743166571
ITM11811,Automotive,147,84,10,3,38.85,7.07,0.48,L54,D,114,2.5,178.91,0.58,6,0.82,740,10.46,0.74,2024-08-22,286.9,0.673,0.6153846153846154,0.7727179906064938,0.32499999999999996,0.4444444444444444,0.5874136877802386,0,0,114.0,114.0,0.2984954743166571
ITM11812,Electronics,359,80,10,3,16.91,1.12,0.28,L35,C,56,4.64,172.07,0.48,6,0.8,72,13.02,0.37,2024-03-14,298.4,0.64,0.27218934911242604,0.32468858484786606,0.7875000000000001,0.9199999999999999,0.4557823150993302,0,0,56.0,56.0,0.2984954743166571
ITM11813,Groceries,135,75,14,7,37.29,9.65,0.84,L28,C,127,4.08,159.11,1.03,8,0.97,434,10.67,1.0,2024-06-10,157.56,0.673,0.6923076923076923,0.7408617520931183,0.0,0.7955555555555556,0.578737158106568,0,0,127.0,127.0,0.2984954743166571
ITM11814,Apparel,458,79,7,5,43.25,3.82,0.77,L97,A,135,2.43,21.08,0.12,1,0.76,876,2.42,0.46,2024-04-02,24.93,0.644,0.7396449704142012,0.8625689197467838,0.675,0.42888888888888893,0.7325175529786044,1,1,135.0,89.60137602642814,0.2984954743166571
ITM11815,Pharma,163,50,10,9,17.92,8.4,0.87,L66,B,157,0.81,43.11,1.38,3,0.8,805,10.04,0.45,2024-02-11,18.21,0.586,0.8698224852071006,0.3453134572187053,0.6875,0.0688888888888889,0.5959119201373408,0,0,157.0,157.0,0.2984954743166571
ITM11816,Pharma,449,72,12,4,17.65,3.53,0.29,L15,C,107,4.41,73.49,1.73,7,0.97,668,3.38,0.54,2024-09-06,258.14,0.434,0.5739644970414202,0.33979987747600565,0.575,0.8688888888888889,0.5334146509482587,0,0,107.0,107.0,0.2984954743166571
ITM11817,Automotive,337,41,10,7,45.1,6.51,0.46,L45,D,159,3.94,59.98,1.44,4,0.8,692,1.2,0.8,2024-06-19,154.96,0.512,0.8816568047337278,0.900347151317133,0.2499999999999999,0.7644444444444445,0.7492113117330754,1,1,159.0,121.01797666240232,0.2984954743166571
ITM11818,Pharma,254,29,5,5,3.44,9.84,0.98,L56,B,57,4.06,169.31,1.65,4,0.86,571,4.0,0.9,2024-11-19,116.37,0.56,0.2781065088757396,0.049622217684296505,0.1250000000000001,0.791111111111111,0.23024037996669594,0,0,57.0,57.0,0.2984954743166571
ITM11819,Apparel,26,66,4,7,18.16,8.83,0.24,L15,C,91,3.85,47.02,1.32,2,0.71,428,3.16,0.46,2024-03-31,92.49,0.504,0.47928994082840237,0.35021441698999384,0.675,0.7444444444444445,0.5062247458728035,0,0,91.0,91.0,0.2984954743166571
ITM11820,Apparel,483,59,11,9,6.81,2.02,0.7,L37,C,25,1.74,111.1,1.06,4,1.0,760,2.43,0.29,2024-06-09,91.72,0.504,0.08875739644970414,0.11843986113947315,0.8875000000000001,0.27555555555555555,0.2760904724772792,0,0,25.0,25.0,0.2984954743166571
ITM11821,Pharma,64,89,4,9,2.42,5.7,0.31,L87,B,142,4.36,118.56,0.52,6,0.95,866,4.01,0.4,2024-11-20,31.12,0.551,0.7810650887573964,0.028793138656320195,0.75,0.8577777777777779,0.5568417548776325,0,0,142.0,142.0,0.2984954743166571
ITM11822,Apparel,462,34,11,6,6.53,3.81,0.55,L87,B,83,0.51,90.75,0.63,3,0.89,873,8.89,0.27,2024-01-30,97.87,0.628,0.4319526627218935,0.11272207473963652,0.9125,0.0022222222222222244,0.38931990973287056,0,0,83.0,83.0,0.2984954743166571
ITM11823,Automotive,258,21,6,3,22.13,4.63,0.82,L76,A,30,1.57,55.73,0.7,7,0.72,139,3.12,0.7,2024-01-03,196.99,0.516,0.11834319526627218,0.4312844598733918,0.3750000000000001,0.23777777777777778,0.2755003938463042,0,0,30.0,30.0,0.2984954743166571
ITM11824,Electronics,459,80,14,3,34.66,3.68,0.54,L63,D,70,0.71,192.46,0.17,5,0.72,193,4.91,0.79,2024-08-19,121.71,0.65,0.35502958579881655,0.6871554012660812,0.26249999999999996,0.04666666666666666,0.40532512136601767,0,0,70.0,70.0,0.2984954743166571
ITM11825,Automotive,451,48,4,9,15.17,3.69,0.82,L68,A,33,1.0,88.55,1.83,5,0.86,856,12.89,0.54,2024-05-20,284.87,0.569,0.13609467455621302,0.2891566265060241,0.575,0.1111111111111111,0.2672959688854036,0,0,33.0,33.0,0.2984954743166571
ITM11826,Automotive,174,26,12,7,42.63,5.65,0.48,L86,A,32,2.9,148.19,1.81,5,0.79,670,13.43,0.96,2024-04-17,203.77,0.648,0.1301775147928994,0.8499081070042884,0.050000000000000044,0.5333333333333333,0.3703767713517796,0,0,32.0,32.0,0.2984954743166571
ITM11827,Apparel,200,54,3,9,22.44,2.32,1.0,L40,D,96,0.67,44.97,0.3,3,0.89,913,5.66,0.78,2024-03-27,260.55,0.719,0.5088757396449705,0.4376148662446396,0.2749999999999999,0.037777777777777785,0.39361253350915787,0,0,96.0,96.0,0.2984954743166571
ITM11828,Electronics,234,20,6,3,48.44,5.61,0.49,L6,D,148,1.32,166.33,1.16,2,0.88,253,13.59,0.5,2024-10-22,43.11,0.701,0.8165680473372781,0.9685521748008985,0.625,0.18222222222222223,0.7604150935974031,1,1,148.0,98.51526489965703,0.2984954743166571
ITM11829,Apparel,107,79,11,2,47.75,3.15,0.23,L29,A,11,1.55,51.02,0.99,9,0.95,605,9.2,0.28,2024-03-22,140.65,0.49,0.005917159763313609,0.954461915458444,0.9,0.23333333333333334,0.49203877187619194,0,0,11.0,11.0,0.2984954743166571
ITM11830,Groceries,275,32,14,7,38.89,3.25,0.46,L51,B,62,3.45,138.31,1.4,5,0.78,569,4.17,0.59,2024-09-07,22.02,0.49,0.3076923076923077,0.7735348172350419,0.5125000000000001,0.6555555555555556,0.5231929238029912,0,0,62.0,62.0,0.2984954743166571
ITM11831,Apparel,92,79,11,6,46.69,7.52,0.77,L77,D,148,2.61,106.23,1.25,5,0.87,441,11.56,0.6,2024-02-15,269.55,0.623,0.8165680473372781,0.9328160098019196,0.5,0.46888888888888886,0.753360910764376,1,1,148.0,99.51888942390262,0.2984954743166571
ITM11832,Apparel,438,47,6,8,35.65,0.78,0.86,L8,A,24,2.56,37.85,0.34,1,0.93,350,13.91,0.64,2024-03-07,52.59,0.845,0.08284023668639054,0.7073718603226465,0.45000000000000007,0.4577777777777778,0.38112543054912795,0,0,24.0,24.0,0.2984954743166571
ITM11833,Apparel,198,11,11,7,44.88,4.12,0.51,L1,B,149,3.96,14.74,1.35,9,0.85,956,10.23,0.75,2024-11-10,243.57,0.541,0.8224852071005917,0.8958546048601186,0.3125,0.7688888888888888,0.7371393531871612,1,1,149.0,117.03665665628546,0.2984954743166571
ITM11834,Electronics,231,95,14,7,12.59,4.37,0.64,L27,C,131,2.56,186.84,1.26,8,0.95,554,3.82,0.41,2024-08-10,277.91,0.437,0.7159763313609467,0.23647130896467225,0.7375,0.4577777777777778,0.5506097030115581,0,0,131.0,131.0,0.2984954743166571
ITM11835,Apparel,312,93,8,3,17.93,5.11,0.86,L39,B,132,2.07,33.88,1.11,3,0.74,914,2.2,0.2,2024-11-20,138.15,0.446,0.7218934911242604,0.3455176638758423,1.0,0.34888888888888886,0.6273015845013458,1,1,132.0,98.89279490659041,0.2984954743166571
ITM11836,Electronics,253,98,3,6,37.89,6.86,0.83,L28,A,173,4.83,143.94,0.86,3,0.92,202,4.21,0.85,2024-08-07,122.91,0.664,0.9644970414201184,0.7531141515213396,0.1875000000000001,0.9622222222222222,0.7454552842466714,1,1,173.0,141.9131103881933,0.2984954743166571
ITM11837,Pharma,484,88,12,7,21.8,4.01,0.69,L99,D,101,0.54,134.01,1.91,9,0.98,578,5.74,0.86,2024-07-25,184.03,0.474,0.5384615384615384,0.4245456401878701,0.17500000000000016,0.008888888888888898,0.3786371963298653,0,0,101.0,101.0,0.2984954743166571
ITM11838,Groceries,258,81,8,3,42.03,2.52,0.83,L18,B,32,1.87,74.93,1.71,7,0.8,388,5.67,0.93,2024-08-07,224.7,0.511,0.1301775147928994,0.8376557075760671,0.08750000000000002,0.30444444444444446,0.35131216263442433,0,0,32.0,32.0,0.2984954743166571
ITM11839,Electronics,242,46,11,9,44.0,8.91,0.62,L98,B,164,3.24,45.22,1.21,2,0.81,798,7.98,0.98,2024-09-01,197.23,0.703,0.9112426035502958,0.8778844190320605,0.025000000000000022,0.6088888888888889,0.6937512560186254,1,1,164.0,121.7655033768896,0.2984954743166571
ITM11840,Pharma,138,58,4,4,15.69,9.82,0.1,L33,B,97,4.02,43.88,0.11,9,0.73,561,8.07,0.33,2024-07-15,10.33,0.529,0.514792899408284,0.29977537267714927,0.8375,0.7822222222222222,0.5415719937886806,0,0,97.0,97.0,0.2984954743166571
ITM11841,Electronics,332,61,8,6,41.35,0.69,0.14,L38,D,151,4.17,121.21,0.92,6,0.89,384,7.6,0.48,2024-01-03,237.92,0.563,0.834319526627219,0.8237696548907495,0.6500000000000001,0.8155555555555556,0.7924142626736681,1,1,151.0,101.83436143885059,0.2984954743166571
ITM11842,Electronics,283,42,4,5,8.56,5.69,0.98,L42,D,108,0.71,113.92,1.43,6,0.87,558,5.81,0.88,2024-01-20,52.74,0.564,0.5798816568047337,0.15417602613845213,0.15000000000000013,0.04666666666666666,0.3128721372300958,0,0,108.0,108.0,0.2984954743166571
ITM11843,Groceries,226,31,6,2,17.38,3.75,0.23,L16,B,36,3.69,176.43,0.32,1,0.71,105,2.5,0.95,2024-09-30,140.41,0.713,0.15384615384615385,0.33428629773330604,0.0625,0.7088888888888889,0.24521323974734227,0,0,36.0,36.0,0.2984954743166571
ITM11844,Automotive,114,14,10,5,26.38,3.13,0.46,L1,B,30,3.74,131.6,0.87,2,0.93,605,6.86,0.21,2024-04-12,91.88,0.592,0.11834319526627218,0.5180722891566265,0.9875,0.7200000000000001,0.47225896485349683,0,0,30.0,30.0,0.2984954743166571
ITM11845,Automotive,392,27,9,8,12.1,3.69,0.94,L64,A,58,1.46,165.66,0.46,3,0.95,870,14.8,0.51,2024-07-10,279.09,0.783,0.28402366863905326,0.22646518276495814,0.6125,0.21333333333333332,0.3253823556184421,0,0,58.0,58.0,0.2984954743166571
ITM11846,Electronics,241,47,13,9,29.38,6.57,0.28,L96,D,53,1.01,16.16,0.74,1,0.97,802,10.15,0.29,2024-01-08,155.61,0.693,0.25443786982248523,0.5793342862977333,0.8875000000000001,0.11333333333333334,0.46440876715164736,0,0,53.0,53.0,0.2984954743166571
